"그래 그랬지 넌 솔깃솔깃
할 만했었지
부드럽게 나를 Holic Holic
하게 했었지
너무 뻔했었던 거짓말을 들어도
믿고만 싶게한 그런 목소리였어
흔들리잖아 너의 전화 한 콜에
나 믿고 싶잖아
변한 너일지도 몰라
바보같잖아 왜 이렇게
쉬워 내가
다짐이나 말지 너를 잊겠다고
귀를 감아 넘어오는
그 놈 목소리
지겨워도 듣게 되는
그런 멜로디
다시 나를 조여오는
너의 메모리
어떡해야 너를 벗어나니 난
제발 그만 제발 그만
이제 그만 날 놓아줘
어쩜 이리 쉽게 철렁철렁
내려 앉는지
왜 넌 아직도 날 들고 놓고
할 수 있는지
Turn it left Turn it right
나를 이리 저리로
가지고 놀다가
내려놓을 너인데
알고 있잖아 모르는게 아닌데도
가고 있잖아 니가 있단
그 곳으로
바보같잖아 왜 이렇게 쉬워 내가
말하지나 말지 마지막이라고
귀를 감아 넘어오는 그 놈 목소리
지겨워도 듣게 되는 그런 멜로디
다시 나를 조여오는 너의 메모리
어떡해야 너를 벗어나니 난
지금 어딘데요 집으로 갈게요
이렇게라도 잠시라해도
이렇게라도 거짓이래도
너에게 또 무너지는
나의 목소리
너에게 난 편하기만한
Accessory
알면서 또 보게 되는 뻔한 스토리
어떡해야 너를 이제 그만 너를
귀를 감아 넘어오는 그 놈 목소리
지겨워도 듣게 되는 그런 멜로디
다시 나를 조여 오는 너의 메모리
어떡해야 너를 벗어나니 난
제발 그만 제발 그만
이제 그만 날 놓아줘",댄스
"너의 향기 이제 지우려고 해
너의 손길 이제 잊으려고 해
왜 꼭 그래야만 했어
믿을 수가 없어
결국 그런 남자였어
나의 생활 이제 찾으려고 해
나의 친구 이제 만나려고 해
뻔한 거짓말을 했어
난 또 바보처럼
아닐거라 안심했어
니가 다짐했던 약속 다 가져가줄래
사소한 습관까지
작은 기억까지 모두 태울테니까
내 안에 살아있는 널 잠재울거야
니가 여태 알던
내 모습은 이제 없는거야
in the club 오늘밤 그에게
in the club 내 모든 걸 줄래
in the club
니가 그녀와 그랬던 것 처럼
쉽게 사랑할래
in the club 오늘밤 그에게
in the club 내 모든걸 줄래
in the club
내 아픈 상처까지 안아도
오늘밤만은 너를 잊을 수 있도록
화려한 조명 속에
춤추는 모습이 보여
처음 본 여자
허리에 너의 손을 올려
시끄러운 클럽
난 더 크게 널 불러
아무것도 들리지도 보이지 않는 너
오늘 밤은 나도 너를
잠시동안 잊을래
내 책상 위에
너와의 사진 다 지울래
지긋지긋해
너에게 벗어나고 싶지만 왜
자꾸 널 기억하는지 i'm not okay
니가 다짐했던 약속 다 가져가줄래
사소한 습관까지
작은 기억까지 모두 태울테니까
내 안에 살아있는 널 잠재울거야
니가 여태 알던
내 모습은 이제 없는 거야
in the club 오늘밤 그에게
in the club 내 모든 걸 줄래
in the club
니가 그녀와 그랬던 것 처럼
쉽게 사랑할래
in the club 오늘밤 그에게
in the club 내 모든 걸 줄래
in the club
내 아픈 상처까지 안아도
오늘밤만은 너를 잊을 수 있도록
이 밤이 다 지나고나면 난
홀로 멍하니 남겨지겠지
바보같이 눈물을 흘리겠지
아직도 꿈 속에 니가 보여
이젠 널 놓겠어
다신 너도 나를 찾지말아
in the club 오늘밤 그에게
in the club 내 모든 걸 줄래
in the club
니가 그녀와 그랬던 것 처럼
쉽게 사랑할래
in the club 오늘밤 그에게
in the club 내 모든 걸 줄래
in the club
내 아픈 상처까지 안아도
오늘밤만은 너를 잊을 수 있도록
",댄스
"I just wanna kiss
I never wanna miss
더 짜릿하게 one more time
내 숨을 가져가
I'm dying for your kiss
I never wanna miss
더 망설이지 마
내 입술을 가져가
2ne1
Baby boy
왜 항상 할말이 그리 많아
답답한 Baby boy
사랑한다 고백할 건 알아
I'm not a baby girl
니 생각보다 눈치가 난 빨라
우린 매일 항상 제자리를 돌아
도대체 넌 왜 날 그렇게도 몰라
Baby boy
그 자신감에 반했던 날 기억해
My baby boy
니 템포 생각보다 너무 지루해
I'm your baby girl
헤어질 땐 어째 그리 손만 흔드는지
꽃다발도 좋고 반지도 좋지만
I guess you just never know
서두르지마
다른 얘기하지마
어쩜 그렇게도 잘 참니
혹시 남자 맞니
미소짓지마
너무 따분하잖아
눈을 감고 지금 다가와
And just get it get it
I just wanna kiss
I never wanna miss
더 짜릿하게 one more time
내 숨을 가져가
I'm dying for your kiss
I never wanna miss
더 망설이지마
내 입술을 가져가
Hurry up
you let it touch
절대 많은걸 바라지는 않아
Hurry up you let it touch
Baby 오늘만큼만 제발
CL
날 놓치지마
come on and let my body bounce
내 참을성을 시험하지마
난 오늘도 'bout to luz control
내 심장은 마치 dynamite
tik tik tok tok 시간은 go fast
please please stop stop
이밤은 more last
바보같이 웃는 네 모습이
난 참기가 힘들어 killing me
if you want me to let's go
춤추는 내 마음은 disco
넌 마치 내 주위를 맴돌다
말 없이 훌쩍 가버리는 UFO
서두르지마
다른 얘기하지마
어쩜 그렇게도 잘 참니
혹시 남자 맞니
미소짓지마
너무 따분하잖아
눈을 감고 지금 다가와
just get it get it
I just wanna kiss
I never wanna miss
더 짜릿하게 one more time
내 숨을 가져가
I'm dying for your kiss
I never wanna miss
더 망설이지마
내 입술을 가져가
Hurry up
you let it touch
절대 많은 걸 바라지는 않아
Hurry up
you let it touch
Baby 오늘만큼만 제발
let's break this sound
사랑은 Dangerous
니 눈빛은 너무 poisonous
지금 흔들리는 Two of us
하지만 we just feel so good
사랑은 Dangerous
니 입술은 너무 poisonous
지금 흔들리는 Two of us
We dangerous
in danger danger danger danger
사랑은 Dangerous
니 눈빛은 너무 poisonous
지금 흔들리는 Two of us
하지만 we just feel so good
사랑은 Dangerous
니 입술은 너무 poisonous
지금 흔들리는 Two of us
We dangerous
in danger danger danger danger
",댄스
"니가 보고 싶다고 너무 보고 싶다고
가슴 아픈 내 맘
여전히 난 추억에 살아
너무나 오랜 시간을 날 찾고 싶어서
이기적이란 걸 잘 알아
난 항상
너에게 했던 말 기다려 달란 말
언젠가는 내가 행복하게 만들어 줄께
아무것도 걱정마 언제나 변치마
하지만 이제 넌 내 곁에 없지만 Baby
홀로 남겨진 시간들이
너무 외로워 난 지쳤어
널 위해 아무것도 못하는
내 모습 더 이상 견딜 수가 없어
넌 정말 모르니
사랑을 아직 모르니
때로는 어떤 말보다
니가 필요해
내겐 사랑이 필요해

함께했던 시간 행복했던 시간
그 누구보다 간절했었던 우리 사랑
지켜주고 싶었어 널 바라볼 때 마다
꿈을 꿀 수 있었어
넌 내게
쉽지 않았던 말 미안하다는 말
가슴 아파 널 느낄 수가 없어
잡을 수 없었어 자신이 없었어
그래 이런 나를 이해 못하겠지만 Baby
우린 엇갈린 운명처럼
서로 상처만 주고 있어
아직도 왜 내 맘을 모르니
너 없인 하루도 견딜 수가 없어
넌 정말 모르니
사랑을 아직 모르니
때로는 어떤 말보다
니가 필요해
내겐 사랑이 필요해
이런 내 맘 전할 수 없는 걸
내 자신이 미워만 지는 걸
널 지켜주지 못해서 바보 같아서
시간을 되돌리고 싶어
널 처음 봤던 그때로 우워오
정말 모르니
사랑을 모르니
다시 네품에 안겨
널 느끼고 싶어
정말 사랑을 모르니
",발라드
"Think about it I U
Check it check I U
Boo boo boo True color present
내가 별로라는
외몰 갖고 있는 너라고
많이 안 좋아하는 버릇도
모조리 다 갖추고 있어
어쩜 스치기만 해도
엄청나게 싫은 얼굴로
널 쳐다봤어
네가 여자친구 없는 이율 알겠어
다른 애들보다 조금 수준 떨어져
하지만 며칠 뒤에
어느새 나도 모르게
거짓말처럼
You are my boo
내게 사랑을 줘 한 입만
Boo 맛있는 사랑을 할 거야
Boo 아이스크림보다 달콤한
My boo My my boo
언제나 나는
난 너만 사랑하고파
그냥 그냥 네 곁에만 있고파
아무 아무 것도 난 필요 없는 걸
My boo My my Boo boo
괜히 콧대 높고
쓸데 없이 눈만 높아서
나를 지나만 가는 남자도
모조리 다 점수를 매겨
이러네 저러네 말하고
꼼꼼하게 흠을 잡아도
좀 외로웠어
내가 남자친구 없는 이율 알겠어
다른 애들보다 너무 재기만 했어
하지만 며칠 뒤에 어느새
나도 모르게 거짓말처럼
You are my boo
내게 사랑을 줘 한 입만
Boo 맛있는 사랑을 할 거야
Boo 아이스크림보다 달콤한
My boo My my boo
언제나 나는
난 너만 사랑하고파
그냥 그냥 네 곁에만 있고파
아무 아무 것도 난 필요 없는 걸
My boo My my boo Boo
햇살이 좋은 날에
살짝 바람 부는 날에
단 둘이 단 둘이 네 손을 꼭 잡고
걷고 싶은 게 간절하니깐
너무나 신기해 You're my boy
You are my boo
하나만 물어보고 싶어
boo 내맘과 니맘이 같다면
boo 지금부터 나를 불러줘
My boo My my boo
언제나 나는
난 너만 사랑하고파
그냥 그냥 네 곁에만 있고파
아무 아무 것도 난 필요 없는 걸
My boo My my boo Boo boo",댄스
"닫힌 문이 열리고
니가 뒷걸음쳐 들어오고
비워진 커피잔이 채워지고
너의 입이 니 말을 거둬서
이별의 말을 듣기 전으로
니가 슬픈 표정 짓기 전으로
커피잔을 잡은 손이
떨리지도 않고
머뭇거리지 않던
30분 전엔
내 가슴 찢기지 않았는데
30분 전엔
내 얼굴이 눈물 범벅 아니였는데
아무리 울어도
시간은 앞으로만 가서
너와의 이별은
그 이별은 돌릴 수가 없는 건가봐
30분 전으론

햇살이 너무 좋아서
너를 보는 맘에
너무 설레서
할 말이 있다는
너의 슬픈 목소리에
가슴이 내려 앉았던
30분 전엔
내 가슴 찢기지 않았는데
30분 전엔
내 얼굴이 눈물 범벅 아니였는데
아무리 울어도
시간은 앞으로만 가서
너와의 이별은
그 이별은 돌릴 수가 없는 건가봐
일어나 볼까
사람들이 다 나만 보잖아
젖은 얼굴이 망가져서
이런 건 너무 창피 하잖아
30분전부터
시간은 멈춰야만 했는데
햇살이 똑같아
시계도 잘만가
아무것도 돌릴 수 없어
30분 전으론
",발라드
"햇살이 눈부셔 눈을 감고 말았죠
흐르던 눈물이 멈추질 않네요
가까스로 일어나도
다시 휘청거려요
이제는 정말 끝인가요
보란듯이 살거야
나약해지면 안돼
그 사람보다 더 행복해져야 돼
절대 뒤돌아 보지마
이런 못난 가슴아
왜 혼자서 난 멈출줄 모르니
사랑해서 후회없다던
사랑해서 보내준다던
잔인한 거짓말
어떻게 그럴수 있어
사랑한다면
왜 이렇게 힘들게 하는지
이별했죠 이별한거 맞죠
심장이 미쳐서
아직도 착각하고 있나봐요
미련한 내가 나조차 너무 싫은데
서러움에 내 맘이 무너져요
정말 지운건 아닌지
덜컥 겁이 나 울죠
당신 없는 나 이렇게 살아요
사랑해서 후회없다던
사랑해서 보내준다던
잔인한 거짓말
어떻게 그럴 수 있어
사랑한다면
왜 이렇게 힘들게 하는지
이별했죠 이별한거 맞죠
심장이 미쳐서
아직도 착각하고 있나봐요
미련한 내가 나조차 너무 싫은데
서러움에 내 맘이 무너져요
정말 지운건 아닌지
덜컥 겁이 나 울죠
당신 없는 나 어떻게 살아요",발라드
"Song for my Juliette
쏟아 질듯 한 달빛 역시 어두워
터질 듯 타는 횃불 너도 마찬가지
그녀에게 빛이 나는 법을 배워야 해
그녈 보면 눈이 멀어버릴 거야
제발 기회를 줘요
날 보는 눈 마치 널 안고 싶어서
안달 난 내게 장난치는 여우 같아
Juliette 영혼을 바칠게요
Oh Juliette 제발 날 받아 줘요
Oh Juliette 달콤히 좀 더 달콤하게
속삭여 나의 세레나데
달콤한 중독 활활 불타오르는 유혹
Lip 쓴 독이라도
I'm Romeo 그댈 지키는 기사도
유리병에 갇힌 사랑은 빨간 신호
그댄 이미 온 세상의 중심
나만의 초점
하루 종일 장난치듯
날 밀고 당기고 무너져도
또 내 온몸을 감싼 그대 향기를 쫓아
멈출 수 없으니 내 심장
숨결도 모두 다 가져요
제발 맘을 열어요
날 대하는 몸짓
또 스쳐 지나도
떨리는 가슴 금방이라도 터지겠어
Juliette 영혼을 바칠게요
Oh Juliette 제발 날 받아 줘요
Oh Juliette 달콤히 좀 더 달콤하게
속삭여 나의 세레나데
아무 말도 안 해도
이미 모두 알고 있는 걸
그대 두 눈이 간절히
나를 원한다 했잖아요
이젠 벗어날 수 없어
널 쫓는 습관조차
참을 수 없는 중독처럼 퍼진 걸
Juliette 영혼을 바칠게요
Oh Juliette 제발 날 받아 줘요
Oh Juliette 달콤히 좀 더 달콤하게
속삭여 나의 세레나데
Juliette 영혼을 바칠게요
Oh Juliette 제발 날 받아 줘요
Oh Juliette 달콤히 좀 더 달콤하게
속삭여 나의 세레나데
Da Da Da Da Da Da Da
Da Da Da Da Da Da Da
Da Da Da Da Da Da Da
사랑의 세레나데
Da Da Da Da Da Da Da
Da Da Da Da Da Da Da
Da Da Da Da Da Da Da
사랑의 세레나데",댄스
"one two three yeah
If you wanna pretty
every wanna pretty
안된다는 맘은 no no no no
If you wanna pretty
every wanna pretty
어디서나 당당하게 걷기
나와 맞는 옷에 또 받쳐주는 말투
센스있는 포즈 그냥 되지는 않죠
생활 상식은 기본 시사 상식은 선택
다 끊임없는 노력이죠
Girl Pretty Girl Pretty Girl
조금도 망설일 것 없죠 난
Beautiful Girl Beautiful Girl
Beautiful yeah yeah yeah yeah
Girl Pretty Girl Pretty Girl
그냥 되진 않는거죠 난
Beautiful Girl Beautiful
yeah yeah yeah yeah
Come on Beautiful Girl
If you wanna pretty
every wanna pretty
안된다는 맘은 no no no no
If you wanna pretty
every wanna pretty
어디서나 당당하게 걷기
Girl Pretty Girl Pretty Girl
조금도 망설일 것 없죠 난
Beautiful Girl Beautiful Girl
Beautiful yeah yeah yeah yeah
Girl Pretty Girl Pretty Girl
그냥 되진 않는거죠 난
Beautiful Girl Beautiful
yeah yeah yeah yeah
Come on Beautiful Girl
마음은 예쁘게 표정은 산뜻하게
하루를 시작하면서 잊지 말아야 하죠
두 눈을 깜박이며 살짝 미소 지으면
이젠 모든게 완벽하죠
Girl Pretty Girl Pretty Girl
누구라도 될 수 있죠 난
Beautiful Girl Beautiful
yeah yeah yeah yeah
yeah yeah yeah yeah
Girl Pretty Girl Pretty Girl
그냥 되진 않는거죠 난
Beautiful Girl Beautiful Girl
If you wanna pretty
every wanna pretty
안된다는 맘은 no no no no
If you wanna pretty
every wanna pretty
어디서나 당당하게 걷기",댄스
"참 힘겨웠었어 늘 울기만 했어
모두가 나를 떠나가던 날
심장을 베는 그 차가운 말들
너마저도 없었다면 어땠을지

나 울지 않아 다시는 못난 바보처럼
아파했던 만큼
한 뼘 더 자란 가슴이니까
힘들지만 내 맘이 기댈 수 있게
곁에 있어주겠니
나의 어제 나의 상처
나의 눈물 이젠 안녕

다 지나갈 거야 또 시간이 가면
가슴속 새살 돋아날 거야
사랑에 데인 그 흉터까지도
사랑으로 덮어주던 너로 인해
나 울지 않아 다시는 못난 바보처럼
아파했던 만큼
한 뼘 더 자란 가슴이니까
힘들지만 내 맘이 기댈 수 있게
곁에 있어주겠니
나의 어제 나의 상처
나의 눈물 이젠 안녕
이제는 처음 태어난 것처럼
낯선 첫 걸음 내디뎌 보려 해
위태롭지만 나를 지켜 봐줄래
나 한걸음 더 햇빛 속으로 나설 거야
지난 시간들은 내일을 위한 디딤돌인걸
다시 한번 너에게 갈 수 있도록
손을 잡아주겠니
아픈 기억 아픈 상처 아픈 눈물아 안녕
",발라드
"먼지처럼 내 안 가득히 쌓인 너
떼어지지 않는 오랜 니 기억들
매일 비울수록 다시 고여와
멀리 보낼수록 다시 밀려와
지친 맘 두 번 지치게 해
Because of you because of love
슬픔에 갇혀버린 난
달아나고 달아나도 그 자린걸
다신 널 찾지 못하게
기억 저편 먼 곳으로 떠나버려
가버려 제발

낙서처럼 가슴 곳곳에 새겨져
지워지지 않는 아픈 니 흔적들
돌아서려거든 다가오지마
돌려주려거든 가져가지마
이제와 왜 맘 다치게 해
Because of you because of love
슬픔에 갇혀버린 난
달아나고 달아나도 그 자린걸
다신 널 찾지 못하게
기억 저편 먼 곳으로
떠나버려 가버려 제발
너 라는 사람의 품에만 그 손끝
그 향기에만 길들여진 나는 이제
이제 난 어떡해
보고 싶어 보고 싶어
이렇게 매일 눈물만

잊지 못해 잊지 못해
가슴엔 깊은 상처만
날이 가고 달이 가도 낫지 않아
너만이 할 수 있는 일
나를 가둔 슬픔에서
날 구해줘 꺼내줘
제발 날 지켜줘 안아줘 제발
",발라드
"차가워 너무나 속이시려 너무나
이빨이 너무시려 냉면 냉면 냉면
가슴이 너무시려 냉면 냉면 냉면
널보면 너무나 또 다시봐도 너무나
차디차 몸이 떨려 냉면 냉면 냉면
찔겨도 너무 찔겨 냉면 냉면 냉면
그래도 널 사랑해

눈부신 햇살이 달콤하게 다가와
새파란 파도가 상큼하게 밀려와
바닷가에서 처음 만난 그때
콩닥 콩닥 난 사랑에 빠졌어
용기내 건낸 부끄러운 한 마디
차갑게 돌아온 황당한 말이
오 이럴수가
어머나 어머나 나 나 아이야
차가워 너무나 속이시려 너무나
이빨이 너무시려 냉면 냉면 냉면
가슴이 너무시려 냉면 냉면 냉면
널보면 너무나 또 다시봐도 너무나
차디차 몸이 떨려 냉면 냉면 냉면
찔겨도 너무 찔겨 냉면 냉면 냉면
그래도 널 사랑해

튕기는 모습에 난 푹 빠져 버렸어
처음엔 몰랐어 그렇게 난 반했어
난난난 그래 정말 난 그래
미쳐 미처 생각지도 못했어
오 바짝 바짝 속이 탄단 말이야
오 그댄 나에게 아베마리아
오 이럴수가
어쩌나 어쩌나 나 나 아이야
차가워 너무나 속이시려 너무나
이빨이 너무시려 냉면 냉면 냉면
가슴이 너무시려 냉면 냉면 냉면
널보면 너무나 또 다시봐도 너무나
차디차 몸이 떨려 냉면 냉면 냉면
찔겨도 너무 찔겨 냉면 냉면 냉면
그래도 널 사랑해
",댄스
"내가 어쨌다고 떠나나요
억울한게 많은데
빗소리에 그대가 들려
나를 자꾸 불러요
꿈을 꾸듯 사랑이
내 사랑이 멀어진것처럼
사람들은 말을하지 아무렇지 않다고
말을하죠 속도 모르고
너무나도 아픈데
시간들이 지나가면 잊을까
온종일 울다가 또 잠들었다가
그냥 숨을쉬다가 다시생각해보면
이별이 날까요
그렇게 아무말 말고 떠나요
일년 삼백 육십 오일
그대 생각하지 않아요
조용히 아무말 말고 가세요
우리 만난 하루하루 참 즐거웠어요
정말 살만해 그대 없이도
잠도 잘자고 밥도 잘먹는데
정말로 살만해 그대 없이도
눈을 감으면 모두 잊어요
다짐하고 결심해요
너무나도 쉽다고
이별 한 번 안해보나요
아무것도 아닌데
좋아져요 예전같이 살아요
얼굴도 좋아요
가슴에 지워 낸 기억에서 웃어요
가끔 그대 생각에 눈물이 나지만
그렇게 아무말 말고 떠나요
일년 삼백 육십 오일
그대 생각하지 않아요
조용히 아무 말 말고 가세요
우리 만난 하루하루 참 즐거웠어요
정말 살만해 그대없이도
잠도 잘자고 밥도 잘먹는데
정말로 살만해 그대 없이도
눈을 감으면 모두 잊어요
참 거짓말이었다고 할까요
아주 조금아픈데 아직도 그리운데
보고싶은데 보내줘요
날이갈수록 무너져요
내 가슴이 나의마지막기도
한번 들어줄까요
하지만 난 알기에
그대 떠난걸 알기에
다신 오지 않을걸 알기에
그대 가라고 할게요
차라리 가라고 할게요
아무 말 말고떠나요
일년 삼백 육십 오일
그대 생각하지 않아요
조용히 아무 말 말고 가세요
우리 만난 하루 하루 참 즐거웠어요
정말 살만해 그대 없이도
잠도 잘 자고 밥도 잘 먹는데
정말로 살만해 그대 없이도
눈을 감으면 모두 잊어요
아무 말 말고떠나요
일년 삼백 육십 오일
그대 생각하지 않아요
조용히 아무 말 말고 가세요
우리 만난 하루 하루 참 즐거웠어요
모두끝나요
",발라드
"그대 사랑해요
그대 하나만 있으면
세상 누구도 난 부럽지 않아
울지 말아요
내 얘길 들어봐요
나 지금껏 이런말
꺼내본적 없지만
그댄 아나요
내 삶속에 깃든 이 행복
그대란 한 사람이
선물해 준 거예요
오오오 난 눈부신 행복이
사라질까 두려워
그댈 아프도록 껴안고 있죠
나는 바보예요
몇번을 또 넘어져도
그대만 보면
달려가는 바보지만
나는 행복해요
그대 하나만 있으면
세상 그 누구도 부럽지 않아
그댄 아나요
사랑이란 공기 같아서
늘 곁에 있을때는
소중함을 몰라요
오오오 난 한참을 다투고
또 그대를 울려야
나의 잘못들을 깨달았어요
나는 바보예요
몇번을 또 넘어져도
그대만 보면
달려가는 바보지만
나는 행복해요
그대 하나만 있으면
세상 그 누구도 부럽지 않아
일생에 한번뿐인 인연이란 걸
나는 아니까 나는 믿고 있으니까
나를 믿어봐요
아는건 많지 않지만
그대 하나만
알고 싶은 바보지만
내게 기대봐요
가진건 별로 없지만
사랑 하나만은 넘치니까요
고마워요 사랑해요 영원히",발라드
"캔디처럼 달콤한 숨이 멈출듯한 미소
몇번씩 몇번씩 무너지는거야 대체
fantastic한 매너와 Humorous한 그센스
몇번씩 몇번씩 넘어가는거야 대체 왜
날 똑똑 두드리지만
너의 타입의 남자는 싫어 싫어 난
모든 걸 갖고 나면 다시 떠나가
너란 거를 너무 알아 난
똑같은 Starting 똑같은 Story
달콤한 서글서글한
허나 독이 되고 만 little little lie
yeah 너의 주무기는
dollar dollar bill yo
꿀같은 말 나는 달디 달아 싫어
나에겐 절대 통할리 없네라고 믿었건만
어느새 너만을 쫓네
너의 앞에서 무릎 꿇은
울고 지쳐간 여자들은
아무렴 어때 이미 난 OK
네게 빠져 네가 뭐를 하건 다 좋은데
캔디처럼 달콤한 숨이 멈출듯한 미소
몇번씩 몇번씩 무너지는거야 대체
fantastic한 매너와 Humorous한 그센스
몇번씩 몇번씩 넘어가는거야 대체 왜
watch out little girl
혹시나 하지 말길 바래
watch out little girl
역시 울지나 않기를 바래
watch out little boy
너도 당해 주길 바래
watch out little boy
울린 만큼 울길 바래
늘 같은 알리바이로
대체 몇명까지 관리하고 있니 넌
콜렉션 취미처럼
어쩜 모든게 그렇게도 간단하니 넌
로맨틱 Starting 비극적 Story
처음부터 마지막까지
모두 물거품이 되는 little little lie
캔디처럼 달콤한 숨이 멈출듯한 미소
몇번씩 몇번씩 무너지는거야 대체
fantastic한 매너와 Humorous한 그센스
몇번씩 몇번씩 넘어가는거야 대체 왜
네가 네가 오라가라마라하면
그리 하이고
네 밀고당기는 그 스킬에 눈물 흘리고
또 이러지 말아야지란 헛된 말이고
난 다시 다음 날이면 네게 휘둘리고
you're so hot
you're so fine
you're so sweet
and you're so mean
너도 똑같이 한번 당해보기를 바래
C A N D Y and Man yo
Lolipop 여기저기도 pop pop
터지네 pop 여기저기서 pop pop
Lolipop 여기저기도 pop pop
터지네 pop 여기저기서 pop pop
Lolipop 여기저기도 pop pop
터지네 pop 여기저기서 pop pop
Lolipop 여기저기도 pop pop
터지네 pop 여기저기서 pop pop
Don't trust his little little lie
캔디처럼 달콤한 숨이 멈출듯한 미소
몇번씩 몇번씩 무너지는거야 대체
fantastic한 매너와 Humorous한 그센스
몇번씩 몇번씩 넘어가는거야 대체 왜
",댄스
"Hey Pretty boy
You ain't got nothing on me
Hey Ladies Let's go
누구도 넘 볼 생각
절대로 할 수 없게
너의 두 눈빛을 훔쳐
내 가슴에 담을게
Now Now flow with me do that
Wanna dance With me
You can do that
똑같은 여자라 착각하지마
내가 누군데 CL
어리다고 날 쉽게 봤단 큰코 다쳐요
순간 니 맘을 뺏는건 쉬워
Like 1 2 3 4
이제 좀 더 솔직하게
장난은 제발 그만해
이건 시간 문제야 Boys Boys
You make your mine
굳이 서둘러야할 필요를 난 못느껴
아쉬운건 오히려 너일테니까
긴장속에서 황홀한 여유를 느껴 난
Wake up 게임은 내가 이긴걸
Hey pretty boy 넌 어딘가 부족해
아무런 매력없이 예쁘장하기만해
Hey pretty boy 넌 조금 더 노력해
좀 더 남자답게 좀 더 개성있게
널 바바바바꿔봐
Now throw your hands up the airrrr
Wave'em Like you don't careee
Now throw your hands up the airrrr
And Wave'em Like you
Just don't care
자신감은 좋아 넌 떳떳해
근데 어딘가 가벼워 따분해
강한 매력 제발 보여봐
I like bad boy soldier tight
키는 너무 안커도돼
나폴레옹처럼 세상을 삼킬
나쁜 남자처럼 겁쟁이처럼 숨지마
That's right
내가 필요한건 흑기사
Hey boy to the left to the left
식상한
pretty boy move to the left
온종일 느껴 미소만
진실없는 스타일은 비호감
밖에선 터프한 Gangster boy
집에선 영락없는 Mama's boy
약하디 약한 온실 속 화초
예쁜남잔 한물갔죠
굳이 서둘러야할
필요를 난 못느껴
아쉬운건 오히려 너일테니까
긴장 속에서 황홀한 여유를 느껴 난
Wake up 게임은 내가 이긴걸
Hey pretty boy
넌 어딘가 부족해
아무런 매력없이 예쁘장하기만해
Hey pretty boy 넌 조금 더 노력해
좀 더 남자답게 좀 더 개성있게
널 바바바바꿔봐
You to P R E T T Y
예쁜 얼굴 하나믿고
여자 맘 훔치지마
You're not for me
I'm not for you
You to P R E T T Y
예쁜얼굴 하나믿고
여자 맘 훔치지마
You're not for me
I'm not for you
남자들은 말해
여잔 그저 예쁘면 돼
그저 착하면 된다고
우리들은 바래 남잔 남자다워야 해
You got to be a real man
Hey pretty boy 넌 어딘가 부족해
아무런 매력없이 예쁘장하기만해
Hey pretty boy 넌 조금 더 노력해
좀 더 남자답게 좀 더 개성있게 널
바바바바꿔봐
Now throw your hands up the airrrr
Wave'em Like you don't careee
Now throw your hands up the airrrr
And Wave'em Like you
Just don't care
",댄스
"총 맞은 것처럼 정신이 너무 없어
웃음만 나와서 그냥 웃었어
그냥 웃었어 그냥
허탈하게 웃으며 하나만 묻자 했어
우리 왜 헤어져
어떻게 헤어져 어떻게 헤어져 어떻게
구멍난 가슴에 우리 추억이 흘러 넘쳐
잡아보려 해도 가슴을 막아도
손가락 사이로 빠져나가
심장이 멈춰도
이렇게 아플 것 같진 않아
어떻게 좀 해줘 날 좀 치료해줘
이러다 내 가슴 다 망가져
구멍난 가슴이
어느새 눈물이 나도 모르게 흘러
이러기 싫은데
정말 싫은데 정말 싫은데 정말
일어서는 널 따라 무작정 쫓아 갔어
도망치듯 걷는 너의 뒤에서
너의 뒤에서 소리쳤어
구멍난 가슴에 우리 추억이 흘러 넘쳐
잡아보려 해도 가슴을 막아도
손가락 사이로 빠져나가
심장이 멈춰도
이렇게 아플 것 같진 않아
어떻게 좀 해줘 날 좀 치료해줘
이러다 내 가슴 다 망가져
총 맞은 것처럼
정말 가슴이 너무 아파
이렇게 아픈데 이렇게 아픈데
살 수가 있다는 게 이상해
어떻게 너를 잊어 내가
그런 건 나는 몰라 몰라
가슴이 뻥뚫려 채울 수 없어서
죽을 만큼 아프기만 해
총 맞은 것처럼
",발라드
